order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,kmeans_cluster,hierarchical_cluster
3429,Men,Soccer,Premier III,10,0.0,,,0.0,06-07-2025,Retail,Delhi,-77.97,2,4
3431,Women,Training,Metcon 7,L,-1.0,,0.96,0.0,01-10-2024,Retail,Delhi,3816.31,0,5
2028,Kids,Lifestyle,Waffle One,XL,0.0,,0.95,0.0,02-01-2025,Online,Delhi,2511.65,0,5
3435,Men,Training,SuperRep Go,,4.0,,,0.0,,Online,Delhi,2936.54,4,3
3438,Women,Soccer,Phantom GT,7,3.0,,0.18,0.0,05-09-2024,Retail,hyderbad,1669.74,4,3
3440,Kids,Lifestyle,Waffle One,M,3.0,,,0.0,,Online,Mumbai,-510.72,1,2
3441,Kids,Running,Free RN,12,2.0,9313.98,,0.0,08-05-2025,Retail,Delhi,3301.27,4,1
3442,Kids,Basketball,Zoom Freak,XL,4.0,,,0.0,2025-01-21,Online,Mumbai,3129.5,4,3
3445,Men,Lifestyle,Blazer Mid,10,-1.0,4693.81,,0.0,,Retail,Bangalore,3658.04,0,5
3449,Men,Training,ZoomX Invincible,,0.0,,0.25,0.0,2025/02/21,Retail,Delhi,1586.59,0,5
3450,Men,Running,React Infinity,M,3.0,,,0.0,2024-01-16,Retail,bengaluru,904.82,1,3
3453,Kids,Soccer,Phantom GT,,0.0,2033.28,,0.0,05-12-2024,Retail,Delhi,2003.05,0,5
3454,Kids,Basketball,Zoom Freak,XL,2.0,,,0.0,,Online,Delhi,2313.95,4,1
3456,Women,Basketball,Air Jordan,12,-1.0,3011.32,,0.0,,Online,Delhi,2531.22,0,5
3460,Women,Running,React Infinity,XL,0.0,5403.67,,0.0,,Online,Pune,1372.6,2,4
2004,Kids,Running,Free RN,10,1.0,,,0.0,,Online,Hyd,2588.88,0,1
3462,Women,Basketball,Kyrie Flytrap,,3.0,2610.98,,0.0,2024/12/21,Retail,Bangalore,274.97,1,2
3463,Women,Soccer,Phantom GT,12,1.0,,,0.0,24-02-2025,Retail,Pune,1853.7,0,1
3464,Kids,Training,Flex Trainer,XL,0.0,3362.64,,0.0,,Online,bengaluru,1587.01,0,5
3465,Men,Lifestyle,Dunk Low,,2.0,,,0.0,2023-11-29,Online,Delhi,1698.7,4,1
3466,Men,Basketball,Kyrie Flytrap,,2.0,6498.22,0.5,6498.22,24-10-2024,Retail,Mumbai,-360.53,5,2
3467,Men,Lifestyle,Air Force 1,M,2.0,,,0.0,13-03-2025,Online,bengaluru,1472.83,4,1
3468,Men,Soccer,Phantom GT,,4.0,9577.99,0.93,2681.84,,Online,Kolkata,-259.93,1,2
3469,Kids,Running,Air Zoom,10,1.0,4590.24,,0.0,2024/10/01,Online,Mumbai,3792.66,0,1
3471,Kids,Lifestyle,Waffle One,L,0.0,5637.46,,0.0,2025/02/04,Retail,Kolkata,-364.01,2,4
3473,Kids,Soccer,Premier III,M,4.0,3551.05,,0.0,2024/12/05,Online,Delhi,63.47,1,2
3474,Women,Basketball,LeBron 20,M,2.0,6506.07,,0.0,,Retail,hyderbad,3969.54,4,1
3475,Kids,Soccer,Tiempo Legend,L,1.0,2120.44,,0.0,2024/07/29,Online,Mumbai,2996.47,0,1
3477,Men,Basketball,Air Jordan,M,2.0,4135.26,,0.0,25-04-2025,Online,Delhi,1691.28,4,1
3479,Women,Training,ZoomX Invincible,XL,4.0,,,0.0,2024/09/16,Retail,Mumbai,1909.78,4,3
3480,Kids,Running,Free RN,M,4.0,2917.45,,0.0,,Online,Bangalore,2872.75,4,3
3481,Women,Lifestyle,Air Force 1,XL,4.0,,,0.0,2023-10-15,Online,bengaluru,2564.61,4,3
3483,Men,Lifestyle,Air Force 1,L,4.0,4733.92,,0.0,2024-12-04,Online,Kolkata,738.19,1,3
3485,Women,Lifestyle,Dunk Low,,2.0,,,0.0,2024-12-14,Retail,Hyderabad,1722.38,4,1
3486,Kids,Training,SuperRep Go,L,4.0,,,0.0,14-10-2024,Retail,Delhi,1451.77,4,3
3488,Women,Soccer,Tiempo Legend,XL,4.0,,,0.0,2025/03/12,Online,Kolkata,86.25,1,2
3489,Kids,Running,React Infinity,8,2.0,,,0.0,2025/04/04,Online,Mumbai,1734.72,4,1
3490,Men,Running,Free RN,L,0.0,,0.98,0.0,2025-07-08,Online,Delhi,1591.77,0,5
3495,Women,Basketball,LeBron 20,M,-1.0,,,0.0,2024-08-13,Retail,Pune,3572.8,0,5
3496,Men,Running,Air Zoom,M,3.0,,0.77,0.0,2024/10/08,Retail,Delhi,-786.91,1,2
3497,Women,Basketball,Zoom Freak,L,2.0,8688.92,,0.0,08-12-2024,Online,Mumbai,1878.22,4,1
3498,Women,Training,SuperRep Go,M,0.0,8797.69,,0.0,10-09-2024,Retail,Pune,-910.3,2,4
3501,Men,Lifestyle,Blazer Mid,,-1.0,,1.13,0.0,2024/11/09,Retail,Mumbai,2016.85,0,5
3506,Men,Training,Metcon 7,L,0.0,9701.91,0.51,0.0,,Online,Pune,2393.61,0,5
3512,Kids,Basketball,Zoom Freak,M,4.0,,0.96,0.0,05-06-2025,Retail,Pune,2516.79,4,3
3513,Women,Training,SuperRep Go,,0.0,6145.98,,0.0,2025-04-16,Retail,hyderbad,2625.95,0,5
3520,Women,Lifestyle,Waffle One,XL,2.0,2080.85,1.24,-998.81,2024-03-22,Retail,Delhi,-776.21,1,2
3527,Men,Soccer,Phantom GT,,3.0,,,0.0,2025/06/12,Online,Mumbai,-257.35,1,2
3529,Men,Training,SuperRep Go,L,1.0,,0.2,0.0,2025/03/28,Retail,Delhi,1448.77,0,1
3530,Women,Soccer,Mercurial Superfly,,0.0,3034.73,,0.0,2023-09-25,Retail,Kolkata,2458.14,0,5
3534,Kids,Basketball,Zoom Freak,,3.0,3280.57,0.62,3739.85,2024/11/09,Retail,Kolkata,427.76,1,1
3537,Men,Lifestyle,Blazer Mid,XL,2.0,5464.07,1.01,-109.28,15-06-2025,Online,Kolkata,3170.78,4,1
3538,Kids,Basketball,Kyrie Flytrap,L,0.0,,,0.0,2024-12-12,Online,bengaluru,2787.81,0,5
3539,Kids,Lifestyle,Air Force 1,XL,3.0,7706.3,1.15,-3467.83,,Retail,Hyderabad,2366.58,4,3
3540,Kids,Training,Flex Trainer,XL,-1.0,9564.4,,0.0,16-05-2025,Retail,Delhi,1850.13,0,5
3541,Kids,Training,SuperRep Go,M,-1.0,3644.5,,0.0,04-09-2024,Online,Mumbai,2011.76,0,5
3543,Kids,Lifestyle,Dunk Low,,2.0,,,0.0,2024/11/22,Retail,Pune,2712.79,4,1
3545,Men,Training,Flex Trainer,12,3.0,,,0.0,2023-08-03,Online,Delhi,2239.86,4,3
3547,Kids,Soccer,Tiempo Legend,XL,4.0,,,0.0,,Online,Delhi,2157.74,4,3
3548,Kids,Soccer,Phantom GT,,3.0,,,0.0,2024-03-12,Online,Kolkata,3366.32,4,3
3549,Kids,Training,SuperRep Go,L,0.0,4493.02,0.81,0.0,,Online,Mumbai,14.79,2,4
3552,Men,Running,React Infinity,XL,4.0,,,0.0,2025/05/17,Retail,Mumbai,762.95,1,3
3553,Women,Running,Air Zoom,XL,2.0,5216.27,,0.0,2025-06-25,Online,Pune,-720.87,1,2
3555,Kids,Soccer,Phantom GT,9,2.0,,,0.0,2025-04-26,Retail,hyderbad,-1069.25,1,2
3556,Women,Basketball,Kyrie Flytrap,M,4.0,,,0.0,2025-03-13,Retail,Kolkata,-843.61,1,2
3557,Kids,Basketball,Air Jordan,L,1.0,,0.66,0.0,2024/08/09,Retail,Hyderabad,-884.81,2,2
3558,Women,Training,Flex Trainer,L,4.0,4045.21,,0.0,30-08-2024,Online,Mumbai,-113.44,1,2
3562,Women,Basketball,LeBron 20,,1.0,,,0.0,2024-10-31,Retail,Delhi,1904.66,0,1
3567,Men,Lifestyle,Air Force 1,L,2.0,,0.56,0.0,,Online,Kolkata,1353.32,4,1
3568,Women,Running,Pegasus Turbo,L,0.0,6099.8,1.2,0.0,,Retail,Pune,1494.24,0,5
3573,Men,Basketball,Air Jordan,,1.0,6830.98,0.39,4166.9,2025-03-18,Retail,Mumbai,-175.76,2,2
3574,Kids,Basketball,Air Jordan,XL,0.0,,0.96,0.0,2025-01-13,Online,Bangalore,2589.0,0,5
3575,Women,Running,React Infinity,XL,0.0,5716.18,1.1,0.0,03-07-2025,Retail,Pune,3271.27,0,5
3576,Women,Lifestyle,Waffle One,M,2.0,3533.18,,0.0,2024-03-17,Retail,bengaluru,-586.23,1,2
3577,Women,Running,Pegasus Turbo,XL,0.0,,,0.0,2024/10/19,Online,Kolkata,102.77,2,4
3578,Men,Lifestyle,Blazer Mid,XL,4.0,6348.19,,0.0,,Retail,hyderbad,1939.74,4,3
3579,Men,Basketball,LeBron 20,XL,0.0,9995.55,,0.0,2025-02-03,Retail,Delhi,1962.41,0,5
3581,Women,Soccer,Phantom GT,L,4.0,,,0.0,23-12-2024,Retail,Kolkata,2178.05,4,3
3594,Kids,Training,Flex Trainer,,-1.0,9694.85,0.98,-193.9,2025/02/24,Online,hyderbad,1562.86,0,5
3596,Men,Training,Metcon 7,8,2.0,,,0.0,2025/06/10,Online,Pune,-66.97,1,2
3598,Men,Soccer,Tiempo Legend,XL,1.0,,,0.0,,Online,Delhi,-798.42,2,2
3600,Women,Soccer,Phantom GT,,4.0,,0.65,0.0,,Online,Hyd,1129.12,1,3
3601,Women,Running,Free RN,XL,2.0,4318.12,,0.0,,Retail,Pune,2730.68,4,1
3602,Men,Soccer,Tiempo Legend,XL,-1.0,,,0.0,28-07-2024,Online,Pune,3731.9,0,5
3605,Men,Soccer,Phantom GT,M,2.0,8837.76,,0.0,2025/01/09,Online,Hyderabad,1627.87,4,1
3606,Women,Basketball,LeBron 20,XL,3.0,3515.86,,0.0,14-02-2025,Retail,Pune,-511.49,1,2
3610,Kids,Lifestyle,Dunk Low,11,2.0,,0.64,0.0,14-03-2025,Online,Kolkata,-336.38,1,2
3611,Women,Lifestyle,Waffle One,,-1.0,5798.69,,0.0,2025/04/10,Online,Delhi,3450.57,0,5
3612,Women,Running,Air Zoom,XL,1.0,4632.0,,0.0,2025/06/22,Online,Mumbai,2397.42,0,1
3613,Men,Lifestyle,Blazer Mid,XL,4.0,,,0.0,2024-08-16,Online,hyderbad,2136.73,4,3
3615,Women,Lifestyle,Blazer Mid,,3.0,,,0.0,,Retail,Delhi,-582.42,1,2
3616,Kids,Lifestyle,Blazer Mid,L,1.0,9799.16,,0.0,01-07-2025,Retail,Kolkata,3969.15,0,1
3617,Men,Soccer,Premier III,9,2.0,4694.37,,0.0,2024/11/20,Online,Mumbai,2406.47,4,1
3618,Men,Soccer,Mercurial Superfly,9,3.0,2209.45,,0.0,2025/06/15,Retail,Kolkata,932.04,1,3
3619,Kids,Lifestyle,Air Force 1,L,0.0,8915.88,,0.0,2025-02-07,Online,Kolkata,824.23,2,4
3620,Men,Running,React Infinity,11,0.0,8561.18,,0.0,02-11-2024,Retail,Bangalore,1538.46,0,5
3622,Women,Soccer,Premier III,8,3.0,2187.91,,0.0,22-09-2024,Online,hyderbad,1951.56,4,3
3624,Women,Soccer,Premier III,6,-1.0,8534.07,,0.0,17-11-2024,Retail,Mumbai,-1124.03,2,4
3630,Men,Training,Flex Trainer,12,-1.0,2467.49,,0.0,,Online,Pune,3101.6,0,5
3632,Kids,Basketball,LeBron 20,,1.0,,0.56,0.0,10-12-2024,Retail,Bangalore,2836.11,0,1
3633,Kids,Training,Flex Trainer,,2.0,3019.98,,0.0,,Online,bengaluru,1647.81,4,1
3635,Men,Training,SuperRep Go,M,2.0,,,0.0,2025/03/22,Retail,Bangalore,3656.45,4,1
3636,Women,Soccer,Tiempo Legend,M,2.0,7881.53,,0.0,2023-12-19,Retail,Delhi,2615.73,4,1
3637,Women,Running,Pegasus Turbo,6,2.0,6577.39,,0.0,2025-05-29,Retail,Delhi,1945.9,4,1
3640,Men,Training,Metcon 7,M,0.0,5219.18,,0.0,28-04-2025,Online,Delhi,309.65,2,4
3641,Kids,Training,SuperRep Go,XL,0.0,6037.65,,0.0,,Retail,Delhi,-132.13,2,4
3642,Men,Training,Metcon 7,XL,-1.0,,,0.0,,Online,Mumbai,3617.85,0,5
3646,Men,Training,Flex Trainer,XL,3.0,,,0.0,21-04-2025,Online,Bangalore,2873.66,4,3
3647,Women,Basketball,LeBron 20,M,0.0,3263.64,,0.0,06-10-2024,Retail,Kolkata,3233.66,0,5
3649,Kids,Lifestyle,Blazer Mid,XL,0.0,6486.51,,0.0,19-10-2024,Online,Kolkata,2408.58,0,5
3652,Kids,Basketball,Air Jordan,XL,0.0,3176.7,,0.0,2023-11-21,Online,hyderbad,3349.8,0,5
3654,Women,Training,Metcon 7,L,3.0,,,0.0,10-09-2024,Retail,Pune,2395.74,4,3
3656,Men,Lifestyle,Waffle One,L,4.0,,,0.0,11-06-2025,Retail,Pune,3421.81,4,3
3657,Men,Soccer,Mercurial Superfly,,-1.0,,0.67,0.0,05-08-2024,Online,Kolkata,3451.02,0,5
3661,Kids,Training,ZoomX Invincible,XL,0.0,9979.38,,0.0,2024-12-05,Online,Delhi,2957.86,0,5
3662,Kids,Lifestyle,Waffle One,,4.0,9032.9,0.64,13007.38,,Online,bengaluru,131.76,5,0
3666,Women,Running,Air Zoom,,2.0,,1.18,0.0,2025-04-07,Retail,Delhi,3382.55,4,1
3667,Kids,Running,Air Zoom,M,4.0,9386.2,0.01,37169.35,,Online,Pune,-1121.02,3,0
3668,Kids,Soccer,Premier III,XL,1.0,,,0.0,27-10-2024,Retail,Mumbai,795.86,2,1
3670,Men,Lifestyle,Waffle One,10,1.0,,,0.0,,Online,Pune,-929.07,2,2
3671,Women,Running,Pegasus Turbo,9,2.0,,0.01,0.0,,Retail,bengaluru,552.1,1,1
3672,Women,Soccer,Tiempo Legend,7,3.0,7127.18,0.32,14539.45,16-08-2024,Online,Delhi,2651.63,5,0
3675,Men,Running,Pegasus Turbo,9,2.0,,,0.0,13-11-2024,Online,Delhi,3969.03,4,1
3678,Women,Lifestyle,Waffle One,10,3.0,,,0.0,2024/08/14,Online,Kolkata,1488.91,4,3
3679,Women,Basketball,Kyrie Flytrap,M,0.0,,0.9,0.0,,Retail,Bangalore,3341.51,0,5
3680,Men,Training,Flex Trainer,XL,3.0,8835.41,0.92,2120.5,2025-01-27,Retail,Delhi,-746.28,1,2
3683,Women,Soccer,Premier III,L,2.0,,,0.0,2024-05-15,Retail,Kolkata,-4.26,1,2
3687,Women,Training,ZoomX Invincible,XL,-1.0,6216.27,,0.0,2024/10/23,Retail,Mumbai,2418.27,0,5
3688,Kids,Running,React Infinity,L,1.0,5048.98,,0.0,17-04-2025,Retail,Kolkata,1214.86,2,1
2028,Kids,Soccer,Phantom GT,M,2.0,,0.97,0.0,15-05-2025,Retail,Pune,2305.1,4,1
3691,Men,Soccer,Premier III,11,4.0,,0.51,0.0,2025/03/28,Online,Bangalore,2305.88,4,3
3692,Women,Basketball,Zoom Freak,,0.0,,,0.0,,Retail,Bangalore,1194.35,2,4
3694,Kids,Soccer,Tiempo Legend,L,0.0,4954.41,,0.0,,Online,Hyd,1522.3,0,5
3695,Kids,Training,SuperRep Go,,-1.0,4788.11,0.19,-3878.37,2025/04/07,Retail,Mumbai,-259.55,2,4
3697,Women,Running,Free RN,,-1.0,,1.18,0.0,,Online,Pune,80.68,2,4
3698,Women,Basketball,Zoom Freak,L,0.0,7268.55,0.34,0.0,2025/02/18,Retail,Delhi,219.99,2,4
3700,Men,Soccer,Premier III,XL,2.0,3951.29,,0.0,,Online,Delhi,-70.93,1,2
3706,Men,Running,Pegasus Turbo,M,1.0,9437.73,,0.0,09-03-2025,Retail,hyderbad,3271.38,0,1
3707,Kids,Lifestyle,Waffle One,L,4.0,9532.8,,0.0,2025/02/01,Online,Mumbai,732.26,1,3
3709,Men,Soccer,Premier III,9,-1.0,4857.69,,0.0,,Retail,Delhi,-926.92,2,4
3710,Kids,Lifestyle,Blazer Mid,L,4.0,9015.8,,0.0,,Online,Mumbai,1695.86,4,3
3711,Kids,Basketball,Zoom Freak,,2.0,,0.53,0.0,2023-12-28,Online,Delhi,1077.08,1,1
3714,Kids,Soccer,Tiempo Legend,L,2.0,3568.35,,0.0,21-02-2025,Retail,Mumbai,2363.52,4,1
3715,Men,Lifestyle,Air Force 1,L,4.0,,,0.0,2025/06/23,Online,Bangalore,2774.43,4,3
3717,Kids,Training,ZoomX Invincible,9,0.0,7781.11,,0.0,,Retail,Kolkata,-313.83,2,4
3719,Men,Running,Free RN,,2.0,5943.38,0.23,9152.81,21-06-2025,Online,Bangalore,3260.51,5,0
3722,Kids,Training,ZoomX Invincible,7,1.0,9335.0,0.22,7281.3,2023-11-21,Retail,Mumbai,1787.45,5,0
3723,Men,Soccer,Mercurial Superfly,7,-1.0,7430.5,,0.0,29-12-2024,Online,Delhi,2473.13,0,5
3724,Kids,Basketball,LeBron 20,XL,2.0,,,0.0,22-01-2025,Online,bengaluru,-866.33,1,2
3730,Kids,Training,ZoomX Invincible,M,1.0,7865.95,,0.0,,Online,Bangalore,3302.11,0,1
2016,Women,Training,Metcon 7,,2.0,,,0.0,2024-03-15,Retail,Delhi,-263.86,1,2
2031,Kids,Running,Pegasus Turbo,L,0.0,3360.35,0.15,0.0,,Retail,Delhi,1282.69,2,4
3736,Men,Training,ZoomX Invincible,M,1.0,,0.38,0.0,,Retail,Pune,-1171.61,2,2
3737,Kids,Basketball,Air Jordan,12,0.0,,,0.0,,Retail,Pune,690.1,2,4
3738,Men,Soccer,Premier III,11,1.0,6968.08,0.02,6828.72,2025/03/30,Online,Delhi,-673.94,5,2
3739,Women,Training,SuperRep Go,11,-1.0,5050.05,,0.0,2025/01/13,Online,Kolkata,3928.19,0,5
3740,Men,Basketball,Zoom Freak,,0.0,,,0.0,2023-09-21,Retail,Pune,2909.82,0,5
3741,Kids,Lifestyle,Air Force 1,L,2.0,8927.22,0.2,14283.55,2025/07/13,Retail,Kolkata,821.32,5,0
3744,Kids,Training,SuperRep Go,,3.0,2370.48,,0.0,,Online,Bangalore,2830.51,4,3
3747,Men,Lifestyle,Air Force 1,,4.0,5776.58,,0.0,2025/06/08,Retail,Hyderabad,616.71,1,3
3750,Kids,Training,Metcon 7,7,-1.0,,,0.0,21-12-2024,Retail,bengaluru,1566.16,0,5
3751,Kids,Lifestyle,Air Force 1,XL,-1.0,,0.4,0.0,,Retail,Delhi,-399.23,2,4
3753,Kids,Training,ZoomX Invincible,,2.0,9315.06,1.03,-558.9,30-03-2025,Online,Hyderabad,-757.47,1,2
3754,Kids,Running,Free RN,L,3.0,4288.27,,0.0,2024/09/29,Online,bengaluru,828.22,1,3
3755,Women,Soccer,Phantom GT,8,4.0,2342.16,0.25,7026.48,20-04-2025,Retail,Mumbai,1007.0,5,0
3758,Kids,Running,Pegasus Turbo,M,3.0,4306.67,,0.0,2025-05-10,Retail,Delhi,-233.45,1,2
3759,Women,Basketball,LeBron 20,12,0.0,9605.6,0.81,0.0,03-02-2025,Online,Hyderabad,1611.59,0,5
3761,Women,Basketball,Zoom Freak,L,4.0,2972.38,0.14,10224.99,18-11-2024,Online,Hyd,2569.74,5,0
3762,Men,Lifestyle,Air Force 1,9,1.0,2725.1,,0.0,06-07-2025,Retail,Mumbai,-997.11,2,2
3763,Kids,Basketball,LeBron 20,11,0.0,,,0.0,2025/03/04,Retail,Hyderabad,3671.32,0,5
3764,Men,Lifestyle,Blazer Mid,10,2.0,3953.6,,0.0,2024-02-22,Online,Kolkata,528.86,1,1
3765,Kids,Running,Pegasus Turbo,M,3.0,,0.44,0.0,2024/09/02,Online,Hyderabad,3376.32,4,3
3767,Kids,Training,Flex Trainer,,1.0,,0.2,0.0,2025/05/08,Retail,Mumbai,-102.84,2,2
3770,Women,Running,Free RN,M,4.0,,0.36,0.0,2024-02-03,Retail,Mumbai,3784.67,4,3
3771,Kids,Basketball,Kyrie Flytrap,XL,-1.0,3388.26,,0.0,2024/09/02,Retail,Delhi,2376.36,0,5
3772,Women,Soccer,Mercurial Superfly,XL,3.0,8140.47,,0.0,2024/11/23,Retail,Pune,3115.97,4,3
3775,Women,Running,Pegasus Turbo,,0.0,,0.12,0.0,2024-07-02,Online,Delhi,2865.11,0,5
3777,Men,Training,SuperRep Go,XL,-1.0,,,0.0,2025/06/05,Retail,Hyd,2781.77,0,5
3780,Women,Soccer,Tiempo Legend,XL,0.0,5054.63,0.21,0.0,,Online,Pune,3818.72,0,5
3782,Kids,Training,ZoomX Invincible,,0.0,,0.99,0.0,22-02-2025,Online,Mumbai,804.02,2,4
3783,Women,Running,React Infinity,M,2.0,8500.65,,0.0,,Online,Mumbai,3344.47,4,1
3784,Kids,Training,SuperRep Go,10,0.0,,,0.0,2025-07-07,Retail,Pune,2743.21,0,5
3785,Kids,Lifestyle,Blazer Mid,XL,3.0,6464.0,0.45,10665.6,,Retail,Delhi,698.11,5,0
3789,Women,Lifestyle,Air Force 1,XL,2.0,2738.79,,0.0,11-08-2024,Retail,hyderbad,863.29,1,1
3790,Men,Basketball,Air Jordan,,2.0,,,0.0,13-07-2025,Retail,Mumbai,-70.36,1,2
3794,Men,Training,Flex Trainer,XL,3.0,9360.87,,0.0,2025/04/18,Online,Pune,125.97,1,2
3795,Men,Soccer,Phantom GT,M,4.0,,1.03,0.0,20-09-2024,Retail,Hyderabad,2418.53,4,3
3796,Women,Basketball,Zoom Freak,,4.0,6165.64,0.16,20716.55,22-12-2024,Online,Delhi,2081.43,3,0
3799,Men,Basketball,Air Jordan,XL,3.0,7881.86,,0.0,,Retail,Mumbai,830.72,1,3
3803,Men,Basketball,Zoom Freak,,3.0,,1.07,0.0,2025-04-26,Online,Mumbai,-659.53,1,2
3804,Women,Basketball,Kyrie Flytrap,XL,2.0,,,0.0,,Retail,Hyd,2486.45,4,1
3805,Women,Lifestyle,Dunk Low,M,0.0,,0.75,0.0,2024-08-11,Retail,bengaluru,2727.66,0,5
3807,Kids,Lifestyle,Dunk Low,,3.0,,,0.0,11-05-2025,Retail,Hyderabad,-1172.36,1,2
3808,Kids,Running,Free RN,M,0.0,,0.93,0.0,,Online,Kolkata,1363.94,2,4
3809,Women,Running,Air Zoom,11,-1.0,,,0.0,2024-02-13,Retail,Kolkata,3564.78,0,5
3811,Women,Running,React Infinity,XL,0.0,5706.6,,0.0,2024-09-28,Online,bengaluru,1397.86,2,4
3812,Kids,Training,ZoomX Invincible,L,0.0,9321.19,,0.0,01-11-2024,Online,Kolkata,818.49,2,4
3813,Men,Lifestyle,Waffle One,M,3.0,,,0.0,09-05-2025,Online,Mumbai,-921.98,1,2
3814,Kids,Lifestyle,Dunk Low,M,-1.0,9668.47,,0.0,2024-12-25,Retail,Kolkata,3718.8,0,5
3815,Women,Training,Flex Trainer,9,3.0,,,0.0,16-04-2025,Online,Kolkata,1224.44,1,3
3817,Kids,Basketball,Kyrie Flytrap,XL,-1.0,,0.61,0.0,30-10-2024,Retail,Mumbai,623.82,2,4
3818,Women,Basketball,LeBron 20,L,1.0,,1.08,0.0,,Retail,Pune,1201.41,2,1
3819,Kids,Basketball,Zoom Freak,M,3.0,7171.03,,0.0,27-05-2025,Retail,Kolkata,2723.0,4,3
3821,Women,Lifestyle,Air Force 1,L,-1.0,7539.55,,0.0,2024/10/19,Retail,Kolkata,-17.8,2,4
3823,Men,Running,Air Zoom,L,-1.0,,0.14,0.0,,Online,bengaluru,531.93,2,4
3827,Kids,Soccer,Phantom GT,M,2.0,,,0.0,,Online,Delhi,-356.71,1,2
3830,Kids,Soccer,Phantom GT,L,2.0,3664.1,,0.0,2024-09-04,Retail,Hyderabad,3188.23,4,1
3831,Men,Running,Air Zoom,L,0.0,3231.05,,0.0,26-04-2025,Online,Bangalore,504.5,2,4
3835,Men,Running,Free RN,11,1.0,,,0.0,,Retail,Pune,2281.47,0,1
2028,Women,Running,Pegasus Turbo,8,0.0,,1.02,0.0,20-02-2025,Online,Delhi,-417.11,2,4
3840,Men,Soccer,Phantom GT,7,0.0,,,0.0,2025/03/20,Retail,Pune,-313.26,2,4
3841,Men,Running,React Infinity,,-1.0,,0.99,0.0,,Retail,Kolkata,3333.77,0,5
3842,Men,Soccer,Tiempo Legend,M,-1.0,,1.22,0.0,2024/09/14,Retail,Mumbai,3506.47,0,5
3843,Women,Training,SuperRep Go,M,2.0,,,0.0,,Online,hyderbad,2882.29,4,1
3844,Women,Training,Metcon 7,M,1.0,,0.32,0.0,29-08-2024,Online,Mumbai,1073.8,2,1
3849,Men,Training,Metcon 7,XL,1.0,,,0.0,,Online,Pune,-671.09,2,2
3850,Women,Training,SuperRep Go,,1.0,,,0.0,2025-06-16,Retail,Delhi,142.55,2,2
2045,Kids,Running,Pegasus Turbo,L,1.0,4891.02,,0.0,,Online,Kolkata,-473.08,2,2
3852,Men,Lifestyle,Air Force 1,,1.0,7834.8,,0.0,17-10-2024,Online,Kolkata,2786.52,0,1
3853,Women,Training,Flex Trainer,L,1.0,7753.56,,0.0,,Online,Kolkata,2754.32,0,1
3854,Women,Training,Flex Trainer,L,3.0,9569.02,,0.0,,Online,Bangalore,3535.19,4,3
3858,Kids,Lifestyle,Waffle One,L,2.0,,0.87,0.0,2024/09/07,Online,Bangalore,-485.83,1,2
3859,Kids,Lifestyle,Blazer Mid,M,3.0,,,0.0,2024/11/20,Retail,Mumbai,2907.33,4,3
3860,Men,Basketball,LeBron 20,7,3.0,,,0.0,04-04-2025,Online,Mumbai,3441.46,4,3
3861,Men,Basketball,Air Jordan,6,4.0,,0.46,0.0,,Retail,hyderbad,419.79,1,3
3862,Kids,Lifestyle,Dunk Low,L,1.0,,0.61,0.0,2023-11-17,Online,Delhi,3454.42,0,1
3865,Men,Training,ZoomX Invincible,L,2.0,7356.92,,0.0,,Online,Hyd,-1144.16,1,2
3866,Women,Basketball,LeBron 20,,3.0,,0.64,0.0,2025/02/14,Retail,Kolkata,2985.34,4,3
3868,Women,Running,Free RN,11,0.0,3554.76,0.51,0.0,2025-04-27,Online,Bangalore,-593.5,2,4
3869,Women,Basketball,LeBron 20,L,3.0,7599.38,1.17,-3875.68,,Retail,Delhi,-633.81,1,2
3871,Women,Training,SuperRep Go,XL,3.0,,,0.0,17-09-2024,Retail,Delhi,1773.99,4,3
3873,Men,Soccer,Tiempo Legend,M,3.0,,,0.0,,Online,bengaluru,996.15,1,3
3874,Women,Basketball,LeBron 20,XL,4.0,3305.6,0.7,3966.72,27-08-2024,Online,Kolkata,1605.13,4,1
3875,Women,Basketball,LeBron 20,L,0.0,3304.18,0.9,0.0,,Retail,Pune,3345.28,0,5
3876,Men,Soccer,Phantom GT,XL,-1.0,4310.9,,0.0,2024/12/24,Retail,hyderbad,3835.88,0,5
3879,Men,Training,Flex Trainer,11,0.0,6473.43,0.1,0.0,,Retail,Pune,2954.36,0,5
3880,Kids,Soccer,Premier III,,0.0,,1.1,0.0,25-02-2025,Online,Mumbai,-185.41,2,4
3881,Women,Training,SuperRep Go,,3.0,3656.98,0.06,10312.68,,Online,hyderbad,1953.91,5,0
3885,Men,Training,Metcon 7,XL,2.0,,,0.0,2024/11/10,Online,bengaluru,-512.97,1,2
3887,Women,Basketball,Zoom Freak,10,4.0,,,0.0,07-06-2025,Online,Mumbai,3824.51,4,3
3891,Men,Training,ZoomX Invincible,L,0.0,9453.17,,0.0,2025-02-13,Retail,Bangalore,3832.99,0,5
3894,Women,Soccer,Premier III,11,-1.0,5255.98,1.03,157.68,2024-06-08,Online,Pune,-1067.96,2,4
3895,Men,Soccer,Tiempo Legend,XL,-1.0,,,0.0,2025/02/15,Online,Hyderabad,366.35,2,4
3897,Women,Soccer,Tiempo Legend,8,2.0,6050.27,0.69,3751.17,,Retail,Delhi,3332.49,4,1
